input,role,dataset,params,geo,country,year,value,status_flag
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,NL,NLD,2024,131.258,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,NL,NLD,2025,136.129,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,PL,POL,2024,128.116,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,PL,POL,2025,132.246,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,PT,PRT,2024,136.561,p
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,PT,PRT,2025,141.36,p
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,RO,ROU,2024,161.04,p
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,RO,ROU,2025,169.422,p
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,SE,SWE,2024,110.625,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,SE,SWE,2025,116.166,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,SI,SVN,2024,137.267,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,SI,SVN,2025,139.227,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,SK,SVK,2024,131.723,
core_public_investment_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=P51G,SK,SVK,2025,136.085,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,AT,AUT,2024,129.963,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,AT,AUT,2025,134.148,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,BE,BEL,2024,128.833,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,BE,BEL,2025,132.127,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,BG,BGR,2024,178.033,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,BG,BGR,2025,191.231,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,CY,CYP,2024,121.022,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,CY,CYP,2025,122.368,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,CZ,CZE,2024,159.526,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,CZ,CZE,2025,168.019,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,DE,DEU,2024,130.622,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,DE,DEU,2025,134.575,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,DK,DNK,2024,119.762,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,DK,DNK,2025,121.684,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,EE,EST,2024,160.454,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,EE,EST,2025,166.62,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,EL,GRC,2024,117.44,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,EL,GRC,2025,120.702,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,ES,ESP,2024,123.823,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,ES,ESP,2025,127.432,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,FI,FIN,2024,120.883,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,FI,FIN,2025,122.674,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,FR,FRA,2024,119.117,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,FR,FRA,2025,120.414,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,HR,HRV,2024,139.529,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,HR,HRV,2025,146.042,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,HU,HUN,2024,144.633,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,HU,HUN,2025,152.749,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,IE,IRL,2024,122.493,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,IE,IRL,2025,123.743,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,IT,ITA,2024,120.097,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,IT,ITA,2025,122.491,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,LT,LTU,2024,158.007,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,LT,LTU,2025,163.75,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,LU,LUX,2024,135.612,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,LU,LUX,2025,139.976,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,LV,LVA,2024,147.592,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,LV,LVA,2025,152.941,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,MT,MLT,2024,130.823,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,MT,MLT,2025,133.646,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,NL,NLD,2024,135.138,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,NL,NLD,2025,139.624,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,PL,POL,2024,143.438,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,PL,POL,2025,149.884,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,PT,PRT,2024,132.649,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,PT,PRT,2025,137.845,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,RO,ROU,2024,165.325,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,RO,ROU,2025,176.482,p
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,SE,SWE,2024,107.819,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,SE,SWE,2025,113.316,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,SI,SVN,2024,134.537,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,SI,SVN,2025,139.185,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,SK,SVK,2024,134.729,
core_gdp_deflator,core LP input,nama_10_gdp,freq=A&unit=PD15_EUR&na_item=B1GQ,SK,SVK,2025,140.37,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,AT,AUT,2024,80.0,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,AT,AUT,2025,81.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,BE,BEL,2024,103.9,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,BE,BEL,2025,107.9,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,BG,BGR,2024,23.8,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,BG,BGR,2025,29.9,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,CY,CYP,2024,62.7,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,CY,CYP,2025,55.0,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,CZ,CZE,2024,43.3,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,CZ,CZE,2025,44.3,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,DE,DEU,2024,62.2,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,DE,DEU,2025,63.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,DK,DNK,2024,30.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,DK,DNK,2025,27.9,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,EE,EST,2024,23.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,EE,EST,2025,24.1,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,EL,GRC,2024,154.2,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,EL,GRC,2025,146.1,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,ES,ESP,2024,101.6,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,ES,ESP,2025,100.7,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,FI,FIN,2024,82.4,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,FI,FIN,2025,88.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,FR,FRA,2024,112.6,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,FR,FRA,2025,115.6,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,HR,HRV,2024,57.4,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,HR,HRV,2025,56.3,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,HU,HUN,2024,73.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,HU,HUN,2025,74.6,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,IE,IRL,2024,38.3,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,IE,IRL,2025,32.9,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,IT,ITA,2024,134.7,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,IT,ITA,2025,137.1,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,LT,LTU,2024,38.0,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,LT,LTU,2025,39.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,LU,LUX,2024,26.3,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,LU,LUX,2025,26.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,LV,LVA,2024,46.2,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,LV,LVA,2025,46.9,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,MT,MLT,2024,45.9,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,MT,MLT,2025,46.4,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,NL,NLD,2024,43.8,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,NL,NLD,2025,44.4,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,PL,POL,2024,54.8,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,PL,POL,2025,59.7,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,PT,PRT,2024,93.5,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,PT,PRT,2025,89.7,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,RO,ROU,2024,54.8,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,RO,ROU,2025,59.3,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,SE,SWE,2024,34.2,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,SE,SWE,2025,35.1,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,SI,SVN,2024,66.4,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,SI,SVN,2025,65.7,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,SK,SVK,2024,59.7,
core_government_debt,state/control candidate,gov_10dd_edpt1,freq=A&unit=PC_GDP&sector=S13&na_item=GD,SK,SVK,2025,61.4,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,AT,AUT,2024,275099.5,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,AT,AUT,2025,282784.7,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,BE,BEL,2024,491708.5,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,BE,BEL,2025,484401.0,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,BG,BGR,2024,59057.2,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,BG,BGR,2025,58865.9,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,CY,CYP,2024,33734.1,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,CY,CYP,2025,35598.4,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,CZ,CZE,2024,220888.9,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,CZ,CZE,2025,232020.6,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,DE,DEU,2024,1793668.0,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,DE,DEU,2025,1800049.0,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,DK,DNK,2024,278612.4,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,DK,DNK,2025,287740.9,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,EE,EST,2024,30152.6,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,EE,EST,2025,32615.1,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,EL,GRC,2024,99693.5,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,EL,GRC,2025,98004.8,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,ES,ESP,2024,590793.0,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,ES,ESP,2025,618130.0,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,FI,FIN,2024,115650.0,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,FI,FIN,2025,118756.0,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,FR,FRA,2024,997004.4,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,FR,FRA,2025,1009372.3,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,HR,HRV,2024,43073.8,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,HR,HRV,2025,44602.2,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,HU,HUN,2024,157086.7,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,HU,HUN,2025,158940.0,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,IE,IRL,2024,810337.0,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,IE,IRL,2025,894582.4,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,IT,ITA,2024,712028.3,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,IT,ITA,2025,727701.8,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,LT,LTU,2024,58410.4,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,LT,LTU,2025,61494.8,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,LU,LUX,2024,165063.7,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,LU,LUX,2025,170558.3,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,LV,LVA,2024,26368.5,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,LV,LVA,2025,26922.8,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,MT,MLT,2024,27413.5,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,MT,MLT,2025,29279.3,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,NL,NLD,2024,925247.0,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,NL,NLD,2025,951461.0,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,PL,POL,2024,442878.2,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,PL,POL,2025,461553.9,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,PT,PRT,2024,132778.3,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,PT,PRT,2025,133948.6,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,RO,ROU,2024,125904.1,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,RO,ROU,2025,134861.0,p
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,SE,SWE,2024,305466.5,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,SE,SWE,2025,316763.3,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,SI,SVN,2024,54553.0,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,SI,SVN,2025,55430.0,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,SK,SVK,2024,111305.9,
core_exports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P6,SK,SVK,2025,116370.6,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,AT,AUT,2024,262595.1,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,AT,AUT,2025,271047.2,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,BE,BEL,2024,494100.8,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,BE,BEL,2025,497354.6,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,BG,BGR,2024,56423.8,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,BG,BGR,2025,60069.4,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,CY,CYP,2024,32469.3,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,CY,CYP,2025,33536.5,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,CZ,CZE,2024,200838.3,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,CZ,CZE,2025,211742.9,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,DE,DEU,2024,1630146.0,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,DE,DEU,2025,1693449.0,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,DK,DNK,2024,238434.5,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,DK,DNK,2025,242551.3,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,EE,EST,2024,30032.5,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,EE,EST,2025,32213.5,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,EL,GRC,2024,112839.8,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,EL,GRC,2025,109250.4,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,ES,ESP,2024,524445.0,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,ES,ESP,2025,553611.0,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,FI,FIN,2024,114669.0,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,FI,FIN,2025,115228.0,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,FR,FRA,2024,1007691.3,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,FR,FRA,2025,1023790.0,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,HR,HRV,2024,47051.4,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,HR,HRV,2025,49290.1,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,HU,HUN,2024,147873.3,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,HU,HUN,2025,149132.8,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,IE,IRL,2024,575092.8,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,IE,IRL,2025,637995.1,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,IT,ITA,2024,666280.6,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,IT,ITA,2025,684103.1,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,LT,LTU,2024,54096.0,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,LT,LTU,2025,58241.1,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,LU,LUX,2024,137660.0,
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,LU,LUX,2025,142665.8,p
core_imports,legacy trade-openness input,nama_10_gdp,freq=A&unit=CP_MEUR&na_item=P7,LV,LVA,2024,27011.9,
